source,rating
soldier,34.986486486486484
teacher,-65.63013698630137
writer,-64.41333333333333
advil,-7.073825503355705
anxiety,31.636986301369863
asteroid,41.85333333333333
babies,-52.111111111111114
bed,-80.60810810810811
beer,5.605263157894737
bees,-0.5333333333333333
bomb,89.42857142857143
boredom,-23.86
bread,-70.51633986928104
bump,1.6319444444444444
cancer,84.45637583892618
car,5.865771812080537
carpet,-61.36054421768708
cat,-39.62
chainsaw,57.45637583892618
cheating,56.5
choking,79.44155844155844
cholesterol,39.033557046979865
class,-41.271523178807946
clothing,-71.49006622516556
cold,13.703225806451613
consumerism,-1.9933333333333334
cough,10.3841059602649
crash,78.59731543624162
diabetes,61.847682119205295
diarrhea,33.21768707482993
disease,70.6470588235294
dog,-21.286666666666665
drinking,14.60958904109589
driving,12.586666666666666
drought,62.95918367346939
drowning,93.17880794701986
drugs,63.10596026490066
earthquake,80.24025974025975
eating,-47.086666666666666
ebola,85.83660130718954
exercise,-40.921052631578945
exposure,35.54304635761589
fail,19.026666666666667
fall,26.583892617449663
famine,73.43708609271523
fascism,61.29139072847682
fever,39.979729729729726
fighting,67.38
fire,66.57516339869281
flood,66.35099337748345
flu,41.60958904109589
flying,-2.4966442953020134
food,-47.52348993288591
friends,-62.56953642384106
gambling,62.817567567567565
gas,32.01973684210526
grades,-46.47586206896552
gun,77.43243243243244
gym,-27.318181818181817
hail,11.793333333333333
headache,5.811688311688312
health,-28.357615894039736
human,0.9869281045751634
hurricane,81.27702702702703
ice,3.331168831168831
illness,52.946308724832214
isolation,28.25657894736842
job,-28.897260273972602
kidnapping,86.6158940397351
knife,45.68493150684932
lightning,43.183673469387756
lights,-44.348684210526315
liquor,28.895424836601308
lottery,-0.6891891891891891
lying,42.77333333333333
meat,-32.5945945945946
media,8.152317880794701
medicine,-21.236486486486488
mercury,54.98684210526316
meteor,35.728476821192054
military,46.810457516339866
murder,94.79054054054055
murderer,94.04729729729729
night,-9.655844155844155
obesity,64.4
outside,-24.653333333333332
overweight,49.973509933774835
people,3.0408163265306123
pills,19.281045751633986
plane,-6.506666666666667
pollution,67.90849673202614
presentation,-55.609271523178805
propaganda,55.080536912751676
rain,-31.36
reading,-88.7448275862069
recession,53.51006711409396
riot,71.77702702702703
river,5.098039215686274
robbery,72.29333333333334
sea,31.26797385620915
shoes,-71.90789473684211
shooting,78.98666666666666
sick,41.2027027027027
sidewalk,-35.17687074829932
skating,11.83974358974359
sleeping,-75.30201342281879
slip,38.33108108108108
smoking,77.5
snake,48.411764705882355
snow,3.5
speeding,60.45578231292517
spies,48.11764705882353
stairs,-3.292207792207792
starvation,79.77181208053692
storm,41.406666666666666
street,-13.061224489795919
stress,47.47741935483871
stroke,77.78666666666666
studying,-78.1456953642384
sugar,-0.2119205298013245
sun,6.641891891891892
sunburn,43.2751677852349
sushi,-33.23287671232877
table,-68.5
terrorism,84.24183006535948
terrorist,90.84415584415585
theft,65.98
tools,4.026315789473684
tornado,80.40277777777777
torture,89.33333333333333
tremor,30.68918918918919
tripping,38.833333333333336
tsunami,84.97163120567376
tylenol,1.38
typhoon,77.05298013245033
typing,-75.41095890410959
unemployment,33.81879194630873
unhappiness,35.843537414965986
vegetables,-81.54304635761589
volcano,74.39473684210526
walking,-49.30967741935484
war,93.55704697986577
water,-42.214765100671144
weapons,74.96
weather,3.0657894736842106
weed,14.798657718120806
wifi,-58.42857142857143
