"ID_eprime","Eprime.LevelName","Sample","starterMagA","starterDelA","starterMagB","starterDelB","starterChoice","SSout","SSdel","SSdelNum","LLout","LLdel","LLdelNum","Choice"
31,"StarterList_1","1","27.10","2 Wochen","27.10","6 Wochen","OptA",NA,NA,NA,NA,NA,NA,NA
31,"StarterList_2","2","0.16","Heute","34.04","6 Wochen","OptB",NA,NA,NA,NA,NA,NA,NA
31,"DDList_4","1",NA,NA,NA,NA,NA,"30.31","Heute","0","33.34","2 Wochen","2","SS"
31,"DDList_77","2",NA,NA,NA,NA,NA,"36.52","4 Wochen","4","41.99","6 Wochen","6","SS"
31,"DDList_21","3",NA,NA,NA,NA,NA,"19.19","Heute","0","22.06","4 Wochen","4","SS"
31,"DDList_28","4",NA,NA,NA,NA,NA,"27.74","Heute","0","30.51","4 Wochen","4","SS"
31,"DDList_57","5",NA,NA,NA,NA,NA,"28.17","2 Wochen","2","28.45","6 Wochen","6","SS"
31,"DDList_61","6",NA,NA,NA,NA,NA,"10.87","2 Wochen","2","12.50","6 Wochen","6","SS"
31,"DDList_55","7",NA,NA,NA,NA,NA,"26.11","2 Wochen","2","35.25","6 Wochen","6","SS"
31,"DDList_24","8",NA,NA,NA,NA,NA,"9.18","Heute","0","13.77","4 Wochen","4","LL"
31,"DDList_17","9",NA,NA,NA,NA,NA,"21.10","Heute","0","21.31","4 Wochen","4","SS"
31,"DDList_68","10",NA,NA,NA,NA,NA,"21.03","4 Wochen","4","23.14","6 Wochen","6","SS"
31,"DDList_5","11",NA,NA,NA,NA,NA,"25.75","Heute","0","29.61","2 Wochen","2","SS"
31,"DDList_69","12",NA,NA,NA,NA,NA,"11.09","4 Wochen","4","12.75","6 Wochen","6","SS"
31,"DDList_53","13",NA,NA,NA,NA,NA,"14.90","2 Wochen","2","17.14","6 Wochen","6","SS"
31,"DDList_60","14",NA,NA,NA,NA,NA,"12.89","2 Wochen","2","14.18","6 Wochen","6","SS"
31,"DDList_29","15",NA,NA,NA,NA,NA,"20.49","Heute","0","23.56","4 Wochen","4","SS"
31,"DDList_16","16",NA,NA,NA,NA,NA,"26.77","Heute","0","40.15","2 Wochen","2","LL"
31,"DDList_1","17",NA,NA,NA,NA,NA,"34.78","Heute","0","35.13","2 Wochen","2","LL"
31,"DDList_15","18",NA,NA,NA,NA,NA,"30.46","Heute","0","41.12","2 Wochen","2","LL"
31,"DDList_42","19",NA,NA,NA,NA,NA,"19.04","2 Wochen","2","19.62","4 Wochen","4","SS"
31,"DDList_62","20",NA,NA,NA,NA,NA,"30.39","2 Wochen","2","37.99","6 Wochen","6","LL"
31,"DDList_79","21",NA,NA,NA,NA,NA,"16.42","4 Wochen","?","22.16","6 Wochen","?","LL"
31,"DDList_11","22",NA,NA,NA,NA,NA,"19.78","Heute","0","20.77","2 Wochen","2","SS"
31,"DDList_73","23",NA,NA,NA,NA,NA,"7.55","4 Wochen","4","7.62","6 Wochen","6","SS"
31,"DDList_9","24",NA,NA,NA,NA,NA,"38.86","Heute","0","39.25","2 Wochen","2","SS"
31,"DDList_65","25",NA,NA,NA,NA,NA,"25.45","4 Wochen","4","25.70","6 Wochen","6","SS"
31,"DDList_44","26",NA,NA,NA,NA,NA,"26.75","2 Wochen","2","29.42","4 Wochen","4","SS"
31,"DDList_12","27",NA,NA,NA,NA,NA,"12.82","Heute","0","14.11","2 Wochen","2","SS"
31,"DDList_20","28",NA,NA,NA,NA,NA,"9.66","Heute","0","10.63","4 Wochen","4","SS"
31,"DDList_52","29",NA,NA,NA,NA,NA,"30.64","2 Wochen","2","33.70","6 Wochen","6","SS"
31,"DDList_50","30",NA,NA,NA,NA,NA,"23.79","2 Wochen","2","24.50","6 Wochen","6","SS"
31,"DDList_48","31",NA,NA,NA,NA,NA,"22.42","2 Wochen","2","33.63","4 Wochen","4","LL"
31,"DDList_6","32",NA,NA,NA,NA,NA,"22.90","Heute","0","28.62","2 Wochen","2","LL"
31,"DDList_37","33",NA,NA,NA,NA,NA,"14.49","2 Wochen","2","16.66","4 Wochen","4","LL"
31,"DDList_66","34",NA,NA,NA,NA,NA,"35.46","4 Wochen","4","36.53","6 Wochen","6","LL"
31,"DDList_78","35",NA,NA,NA,NA,NA,"24","4 Wochen","?","30","6 Wochen","?","LL"
31,"DDList_49","36",NA,NA,NA,NA,NA,"12.03","2 Wochen","2","12.15","6 Wochen","6","SS"
31,"DDList_43","37",NA,NA,NA,NA,NA,"14.59","2 Wochen","2","15.32","4 Wochen","4","LL"
31,"DDList_26","38",NA,NA,NA,NA,NA,"9.36","Heute","0","9.64","4 Wochen","4","SS"
31,"DDList_38","39",NA,NA,NA,NA,NA,"29.54","2 Wochen","2","36.92","4 Wochen","4","LL"
31,"DDList_74","40",NA,NA,NA,NA,NA,"19.73","4 Wochen","4","20.32","6 Wochen","6","SS"
31,"DDList_67","41",NA,NA,NA,NA,NA,"8.19","4 Wochen","4","8.60","6 Wochen","6","LL"
31,"DDList_75","42",NA,NA,NA,NA,NA,"19.61","4 Wochen","4","20.60","6 Wochen","6","LL"
31,"DDList_18","43",NA,NA,NA,NA,NA,"9.75","Heute","0","10.04","4 Wochen","4","LL"
31,"DDList_3","44",NA,NA,NA,NA,NA,"35.22","Heute","0","36.98","2 Wochen","2","LL"
31,"DDList_31","45",NA,NA,NA,NA,NA,"17.98","Heute","0","24.27","4 Wochen","4","LL"
31,"DDList_2","46",NA,NA,NA,NA,NA,"11.07","Heute","0","11.41","2 Wochen","2","SS"
31,"DDList_59","47",NA,NA,NA,NA,NA,"18.36","2 Wochen","2","19.28","6 Wochen","6","SS"
31,"DDList_76","48",NA,NA,NA,NA,NA,"7.59","4 Wochen","4","8.35","6 Wochen","6","LL"
