"ID_eprime","Eprime.LevelName","Sample","starterMagA","starterDelA","starterMagB","starterDelB","starterChoice","SSout","SSdel","SSdelNum","LLout","LLdel","LLdelNum","Choice"
28,"StarterList_1","1","27.10","2 Wochen","27.10","6 Wochen","OptA",NA,NA,NA,NA,NA,NA,NA
28,"StarterList_2","2","0.16","Heute","34.04","6 Wochen","OptB",NA,NA,NA,NA,NA,NA,NA
28,"DDList_54","1",NA,NA,NA,NA,NA,"18.49","2 Wochen","2","23.11","6 Wochen","6","SS"
28,"DDList_42","2",NA,NA,NA,NA,NA,"19.04","2 Wochen","2","19.62","4 Wochen","4","SS"
28,"DDList_20","3",NA,NA,NA,NA,NA,"9.66","Heute","0","10.63","4 Wochen","4","LL"
28,"DDList_14","4",NA,NA,NA,NA,NA,"13.62","Heute","0","17.03","2 Wochen","2","LL"
28,"DDList_1","5",NA,NA,NA,NA,NA,"34.78","Heute","0","35.13","2 Wochen","2","LL"
28,"DDList_35","6",NA,NA,NA,NA,NA,"25.03","2 Wochen","2","26.28","4 Wochen","4","LL"
28,"DDList_5","7",NA,NA,NA,NA,NA,"25.75","Heute","0","29.61","2 Wochen","2","SS"
28,"DDList_41","8",NA,NA,NA,NA,NA,"29.42","2 Wochen","2","29.72","4 Wochen","4","SS"
28,"DDList_72","9",NA,NA,NA,NA,NA,"21.74","4 Wochen","4","32.62","6 Wochen","6","LL"
28,"DDList_12","10",NA,NA,NA,NA,NA,"12.82","Heute","0","14.11","2 Wochen","2","SS"
28,"DDList_25","11",NA,NA,NA,NA,NA,"14.28","Heute","0","14.43","4 Wochen","4","SS"
28,"DDList_78","12",NA,NA,NA,NA,NA,"24","4 Wochen","?","30","6 Wochen","?","SS"
28,"DDList_3","13",NA,NA,NA,NA,NA,"35.22","Heute","0","36.98","2 Wochen","2","SS"
28,"DDList_47","14",NA,NA,NA,NA,NA,"15.14","2 Wochen","2","20.44","4 Wochen","4","SS"
28,"DDList_67","15",NA,NA,NA,NA,NA,"8.19","4 Wochen","4","8.60","6 Wochen","6","SS"
28,"DDList_13","16",NA,NA,NA,NA,NA,"26.97","Heute","0","31.02","2 Wochen","2","LL"
28,"DDList_65","17",NA,NA,NA,NA,NA,"25.45","4 Wochen","4","25.70","6 Wochen","6","SS"
28,"DDList_24","18",NA,NA,NA,NA,NA,"9.18","Heute","0","13.77","4 Wochen","4","SS"
28,"DDList_49","19",NA,NA,NA,NA,NA,"12.03","2 Wochen","2","12.15","6 Wochen","6","SS"
28,"DDList_40","20",NA,NA,NA,NA,NA,"13.33","2 Wochen","2","19.99","4 Wochen","4","LL"
28,"DDList_55","21",NA,NA,NA,NA,NA,"26.11","2 Wochen","2","35.25","6 Wochen","6","LL"
28,"DDList_66","22",NA,NA,NA,NA,NA,"35.46","4 Wochen","4","36.53","6 Wochen","6","SS"
28,"DDList_9","23",NA,NA,NA,NA,NA,"38.86","Heute","0","39.25","2 Wochen","2","SS"
28,"DDList_29","24",NA,NA,NA,NA,NA,"20.49","Heute","0","23.56","4 Wochen","4","SS"
28,"DDList_59","25",NA,NA,NA,NA,NA,"18.36","2 Wochen","2","19.28","6 Wochen","6","SS"
28,"DDList_27","26",NA,NA,NA,NA,NA,"7.96","Heute","0","8.36","4 Wochen","4","LL"
28,"DDList_56","27",NA,NA,NA,NA,NA,"25.89","2 Wochen","2","38.84","6 Wochen","6","LL"
28,"DDList_60","28",NA,NA,NA,NA,NA,"12.89","2 Wochen","2","14.18","6 Wochen","6","LL"
28,"DDList_71","29",NA,NA,NA,NA,NA,"20.07","4 Wochen","4","27.10","6 Wochen","6","LL"
28,"DDList_32","30",NA,NA,NA,NA,NA,"17.51","Heute","0","26.27","4 Wochen","4","LL"
28,"DDList_31","31",NA,NA,NA,NA,NA,"17.98","Heute","0","24.27","4 Wochen","4","SS"
28,"DDList_68","32",NA,NA,NA,NA,NA,"21.03","4 Wochen","4","23.14","6 Wochen","6","SS"
28,"DDList_69","33",NA,NA,NA,NA,NA,"11.09","4 Wochen","4","12.75","6 Wochen","6","SS"
28,"DDList_8","34",NA,NA,NA,NA,NA,"28.41","Heute","0","42.62","2 Wochen","2","LL"
28,"DDList_6","35",NA,NA,NA,NA,NA,"22.90","Heute","0","28.62","2 Wochen","2","LL"
28,"DDList_51","36",NA,NA,NA,NA,NA,"31.21","2 Wochen","2","32.77","6 Wochen","6","LL"
28,"DDList_11","37",NA,NA,NA,NA,NA,"19.78","Heute","0","20.77","2 Wochen","2","SS"
28,"DDList_15","38",NA,NA,NA,NA,NA,"30.46","Heute","0","41.12","2 Wochen","2","LL"
28,"DDList_21","39",NA,NA,NA,NA,NA,"19.19","Heute","0","22.06","4 Wochen","4","SS"
28,"DDList_26","40",NA,NA,NA,NA,NA,"9.36","Heute","0","9.64","4 Wochen","4","SS"
28,"DDList_50","41",NA,NA,NA,NA,NA,"23.79","2 Wochen","2","24.50","6 Wochen","6","SS"
28,"DDList_61","42",NA,NA,NA,NA,NA,"10.87","2 Wochen","2","12.50","6 Wochen","6","SS"
28,"DDList_76","43",NA,NA,NA,NA,NA,"7.59","4 Wochen","4","8.35","6 Wochen","6","SS"
28,"DDList_18","44",NA,NA,NA,NA,NA,"9.75","Heute","0","10.04","4 Wochen","4","SS"
