"ID_eprime","Eprime.LevelName","Sample","starterMagA","starterDelA","starterMagB","starterDelB","starterChoice","SSout","SSdel","SSdelNum","LLout","LLdel","LLdelNum","Choice"
37,"StarterList_1","1","27.10","2 Wochen","27.10","6 Wochen","OptA",NA,NA,NA,NA,NA,NA,NA
37,"StarterList_2","2","0.16","Heute","34.04","6 Wochen","OptB",NA,NA,NA,NA,NA,NA,NA
37,"DDList_27","1",NA,NA,NA,NA,NA,"7.96","Heute","0","8.36","4 Wochen","4","LL"
37,"DDList_29","2",NA,NA,NA,NA,NA,"20.49","Heute","0","23.56","4 Wochen","4","LL"
37,"DDList_80","3",NA,NA,NA,NA,NA,"16.81","4 Wochen","?","25.22","6 Wochen","?","LL"
37,"DDList_53","4",NA,NA,NA,NA,NA,"14.90","2 Wochen","2","17.14","6 Wochen","6","SS"
37,"DDList_43","5",NA,NA,NA,NA,NA,"14.59","2 Wochen","2","15.32","4 Wochen","4","LL"
37,"DDList_75","6",NA,NA,NA,NA,NA,"19.61","4 Wochen","4","20.60","6 Wochen","6","SS"
37,"DDList_72","7",NA,NA,NA,NA,NA,"21.74","4 Wochen","4","32.62","6 Wochen","6","SS"
37,"DDList_78","8",NA,NA,NA,NA,NA,"24","4 Wochen","?","30","6 Wochen","?","LL"
37,"DDList_25","9",NA,NA,NA,NA,NA,"14.28","Heute","0","14.43","4 Wochen","4","SS"
37,"DDList_51","10",NA,NA,NA,NA,NA,"31.21","2 Wochen","2","32.77","6 Wochen","6","SS"
37,"DDList_69","11",NA,NA,NA,NA,NA,"11.09","4 Wochen","4","12.75","6 Wochen","6","SS"
37,"DDList_8","12",NA,NA,NA,NA,NA,"28.41","Heute","0","42.62","2 Wochen","2","LL"
37,"DDList_76","13",NA,NA,NA,NA,NA,"7.59","4 Wochen","4","8.35","6 Wochen","6","SS"
37,"DDList_57","14",NA,NA,NA,NA,NA,"28.17","2 Wochen","2","28.45","6 Wochen","6","SS"
37,"DDList_52","15",NA,NA,NA,NA,NA,"30.64","2 Wochen","2","33.70","6 Wochen","6","SS"
37,"DDList_33","16",NA,NA,NA,NA,NA,"31.17","2 Wochen","2","31.49","4 Wochen","4","LL"
37,"DDList_7","17",NA,NA,NA,NA,NA,"27.89","Heute","0","37.65","2 Wochen","2","LL"
37,"DDList_40","18",NA,NA,NA,NA,NA,"13.33","2 Wochen","2","19.99","4 Wochen","4","LL"
37,"DDList_42","19",NA,NA,NA,NA,NA,"19.04","2 Wochen","2","19.62","4 Wochen","4","LL"
37,"DDList_67","20",NA,NA,NA,NA,NA,"8.19","4 Wochen","4","8.60","6 Wochen","6","SS"
37,"DDList_9","21",NA,NA,NA,NA,NA,"38.86","Heute","0","39.25","2 Wochen","2","LL"
37,"DDList_26","22",NA,NA,NA,NA,NA,"9.36","Heute","0","9.64","4 Wochen","4","SS"
37,"DDList_48","23",NA,NA,NA,NA,NA,"22.42","2 Wochen","2","33.63","4 Wochen","4","LL"
37,"DDList_60","24",NA,NA,NA,NA,NA,"12.89","2 Wochen","2","14.18","6 Wochen","6","SS"
37,"DDList_37","25",NA,NA,NA,NA,NA,"14.49","2 Wochen","2","16.66","4 Wochen","4","LL"
37,"DDList_66","26",NA,NA,NA,NA,NA,"35.46","4 Wochen","4","36.53","6 Wochen","6","SS"
37,"DDList_28","27",NA,NA,NA,NA,NA,"27.74","Heute","0","30.51","4 Wochen","4","LL"
37,"DDList_17","28",NA,NA,NA,NA,NA,"21.10","Heute","0","21.31","4 Wochen","4","LL"
37,"DDList_15","29",NA,NA,NA,NA,NA,"30.46","Heute","0","41.12","2 Wochen","2","LL"
37,"DDList_36","30",NA,NA,NA,NA,NA,"12.35","2 Wochen","2","13.58","4 Wochen","4","LL"
37,"DDList_16","31",NA,NA,NA,NA,NA,"26.77","Heute","0","40.15","2 Wochen","2","LL"
37,"DDList_19","32",NA,NA,NA,NA,NA,"22.34","Heute","0","23.45","4 Wochen","4","LL"
37,"DDList_1","33",NA,NA,NA,NA,NA,"34.78","Heute","0","35.13","2 Wochen","2","LL"
37,"DDList_73","34",NA,NA,NA,NA,NA,"7.55","4 Wochen","4","7.62","6 Wochen","6","SS"
37,"DDList_50","35",NA,NA,NA,NA,NA,"23.79","2 Wochen","2","24.50","6 Wochen","6","SS"
37,"DDList_63","36",NA,NA,NA,NA,NA,"20.39","2 Wochen","2","27.52","6 Wochen","6","SS"
37,"DDList_46","37",NA,NA,NA,NA,NA,"12.82","2 Wochen","2","16.03","4 Wochen","4","LL"
37,"DDList_62","38",NA,NA,NA,NA,NA,"30.39","2 Wochen","2","37.99","6 Wochen","6","SS"
37,"DDList_70","39",NA,NA,NA,NA,NA,"25.11","4 Wochen","4","31.39","6 Wochen","6","LL"
37,"DDList_44","40",NA,NA,NA,NA,NA,"26.75","2 Wochen","2","29.42","4 Wochen","4","SS"
37,"DDList_11","41",NA,NA,NA,NA,NA,"19.78","Heute","0","20.77","2 Wochen","2","LL"
37,"DDList_38","42",NA,NA,NA,NA,NA,"29.54","2 Wochen","2","36.92","4 Wochen","4","LL"
37,"DDList_20","43",NA,NA,NA,NA,NA,"9.66","Heute","0","10.63","4 Wochen","4","LL"
37,"DDList_45","44",NA,NA,NA,NA,NA,"13.69","2 Wochen","2","15.74","4 Wochen","4","LL"
37,"DDList_6","45",NA,NA,NA,NA,NA,"22.90","Heute","0","28.62","2 Wochen","2","LL"
37,"DDList_3","46",NA,NA,NA,NA,NA,"35.22","Heute","0","36.98","2 Wochen","2","LL"
37,"DDList_32","47",NA,NA,NA,NA,NA,"17.51","Heute","0","26.27","4 Wochen","4","LL"
37,"DDList_39","48",NA,NA,NA,NA,NA,"23.17","2 Wochen","2","31.29","4 Wochen","4","LL"
37,"DDList_21","49",NA,NA,NA,NA,NA,"19.19","Heute","0","22.06","4 Wochen","4","LL"
37,"DDList_5","50",NA,NA,NA,NA,NA,"25.75","Heute","0","29.61","2 Wochen","2","LL"
37,"DDList_10","51",NA,NA,NA,NA,NA,"27.37","Heute","0","28.19","2 Wochen","2","LL"
37,"DDList_74","52",NA,NA,NA,NA,NA,"19.73","4 Wochen","4","20.32","6 Wochen","6","SS"
37,"DDList_12","53",NA,NA,NA,NA,NA,"12.82","Heute","0","14.11","2 Wochen","2","LL"
37,"DDList_14","54",NA,NA,NA,NA,NA,"13.62","Heute","0","17.03","2 Wochen","2","LL"
37,"DDList_18","55",NA,NA,NA,NA,NA,"9.75","Heute","0","10.04","4 Wochen","4","LL"
37,"DDList_59","56",NA,NA,NA,NA,NA,"18.36","2 Wochen","2","19.28","6 Wochen","6","SS"
37,"DDList_68","57",NA,NA,NA,NA,NA,"21.03","4 Wochen","4","23.14","6 Wochen","6","SS"
37,"DDList_55","58",NA,NA,NA,NA,NA,"26.11","2 Wochen","2","35.25","6 Wochen","6","SS"
37,"DDList_35","59",NA,NA,NA,NA,NA,"25.03","2 Wochen","2","26.28","4 Wochen","4","LL"
37,"DDList_49","60",NA,NA,NA,NA,NA,"12.03","2 Wochen","2","12.15","6 Wochen","6","SS"
37,"DDList_77","61",NA,NA,NA,NA,NA,"36.52","4 Wochen","4","41.99","6 Wochen","6","LL"
37,"DDList_23","62",NA,NA,NA,NA,NA,"11.36","Heute","0","15.34","4 Wochen","4","LL"
37,"DDList_71","63",NA,NA,NA,NA,NA,"20.07","4 Wochen","4","27.10","6 Wochen","6","LL"
37,"DDList_65","64",NA,NA,NA,NA,NA,"25.45","4 Wochen","4","25.70","6 Wochen","6","SS"
37,"DDList_2","65",NA,NA,NA,NA,NA,"11.07","Heute","0","11.41","2 Wochen","2","LL"
37,"DDList_56","66",NA,NA,NA,NA,NA,"25.89","2 Wochen","2","38.84","6 Wochen","6","LL"
37,"DDList_47","67",NA,NA,NA,NA,NA,"15.14","2 Wochen","2","20.44","4 Wochen","4","LL"
37,"DDList_41","68",NA,NA,NA,NA,NA,"29.42","2 Wochen","2","29.72","4 Wochen","4","SS"
