"ID_eprime","Eprime.LevelName","Sample","starterMagA","starterDelA","starterMagB","starterDelB","starterChoice","SSout","SSdel","SSdelNum","LLout","LLdel","LLdelNum","Choice"
26,"StarterList_1","1","27.10","2 Wochen","27.10","6 Wochen","OptA",NA,NA,NA,NA,NA,NA,NA
26,"StarterList_2","2","0.16","Heute","34.04","6 Wochen","OptB",NA,NA,NA,NA,NA,NA,NA
26,"DDList_6","1",NA,NA,NA,NA,NA,"22.90","Heute","0","28.62","2 Wochen","2","SS"
26,"DDList_8","2",NA,NA,NA,NA,NA,"28.41","Heute","0","42.62","2 Wochen","2","LL"
26,"DDList_49","3",NA,NA,NA,NA,NA,"12.03","2 Wochen","2","12.15","6 Wochen","6","SS"
26,"DDList_28","4",NA,NA,NA,NA,NA,"27.74","Heute","0","30.51","4 Wochen","4","LL"
26,"DDList_11","5",NA,NA,NA,NA,NA,"19.78","Heute","0","20.77","2 Wochen","2","SS"
26,"DDList_70","6",NA,NA,NA,NA,NA,"25.11","4 Wochen","4","31.39","6 Wochen","6","LL"
26,"DDList_32","7",NA,NA,NA,NA,NA,"17.51","Heute","0","26.27","4 Wochen","4","LL"
26,"DDList_1","8",NA,NA,NA,NA,NA,"34.78","Heute","0","35.13","2 Wochen","2","SS"
26,"DDList_47","9",NA,NA,NA,NA,NA,"15.14","2 Wochen","2","20.44","4 Wochen","4","LL"
26,"DDList_61","10",NA,NA,NA,NA,NA,"10.87","2 Wochen","2","12.50","6 Wochen","6","SS"
26,"DDList_74","11",NA,NA,NA,NA,NA,"19.73","4 Wochen","4","20.32","6 Wochen","6","SS"
26,"DDList_43","12",NA,NA,NA,NA,NA,"14.59","2 Wochen","2","15.32","4 Wochen","4","SS"
26,"DDList_58","13",NA,NA,NA,NA,NA,"30.88","2 Wochen","2","31.81","6 Wochen","6","SS"
26,"DDList_55","14",NA,NA,NA,NA,NA,"26.11","2 Wochen","2","35.25","6 Wochen","6","LL"
26,"DDList_14","15",NA,NA,NA,NA,NA,"13.62","Heute","0","17.03","2 Wochen","2","LL"
26,"DDList_19","16",NA,NA,NA,NA,NA,"22.34","Heute","0","23.45","4 Wochen","4","SS"
26,"DDList_72","17",NA,NA,NA,NA,NA,"21.74","4 Wochen","4","32.62","6 Wochen","6","LL"
26,"DDList_62","18",NA,NA,NA,NA,NA,"30.39","2 Wochen","2","37.99","6 Wochen","6","LL"
26,"DDList_38","19",NA,NA,NA,NA,NA,"29.54","2 Wochen","2","36.92","4 Wochen","4","LL"
26,"DDList_9","20",NA,NA,NA,NA,NA,"38.86","Heute","0","39.25","2 Wochen","2","SS"
26,"DDList_26","21",NA,NA,NA,NA,NA,"9.36","Heute","0","9.64","4 Wochen","4","SS"
26,"DDList_80","22",NA,NA,NA,NA,NA,"16.81","4 Wochen","?","25.22","6 Wochen","?","LL"
26,"DDList_77","23",NA,NA,NA,NA,NA,"36.52","4 Wochen","4","41.99","6 Wochen","6","LL"
26,"DDList_24","24",NA,NA,NA,NA,NA,"9.18","Heute","0","13.77","4 Wochen","4","LL"
26,"DDList_3","25",NA,NA,NA,NA,NA,"35.22","Heute","0","36.98","2 Wochen","2","SS"
26,"DDList_23","26",NA,NA,NA,NA,NA,"11.36","Heute","0","15.34","4 Wochen","4","LL"
26,"DDList_40","27",NA,NA,NA,NA,NA,"13.33","2 Wochen","2","19.99","4 Wochen","4","LL"
26,"DDList_65","28",NA,NA,NA,NA,NA,"25.45","4 Wochen","4","25.70","6 Wochen","6","SS"
26,"DDList_12","29",NA,NA,NA,NA,NA,"12.82","Heute","0","14.11","2 Wochen","2","SS"
26,"DDList_53","30",NA,NA,NA,NA,NA,"14.90","2 Wochen","2","17.14","6 Wochen","6","LL"
26,"DDList_4","31",NA,NA,NA,NA,NA,"30.31","Heute","0","33.34","2 Wochen","2","LL"
26,"DDList_35","32",NA,NA,NA,NA,NA,"25.03","2 Wochen","2","26.28","4 Wochen","4","SS"
26,"DDList_57","33",NA,NA,NA,NA,NA,"28.17","2 Wochen","2","28.45","6 Wochen","6","SS"
26,"DDList_73","34",NA,NA,NA,NA,NA,"7.55","4 Wochen","4","7.62","6 Wochen","6","SS"
26,"DDList_69","35",NA,NA,NA,NA,NA,"11.09","4 Wochen","4","12.75","6 Wochen","6","SS"
26,"DDList_42","36",NA,NA,NA,NA,NA,"19.04","2 Wochen","2","19.62","4 Wochen","4","SS"
26,"DDList_48","37",NA,NA,NA,NA,NA,"22.42","2 Wochen","2","33.63","4 Wochen","4","LL"
26,"DDList_30","38",NA,NA,NA,NA,NA,"9.88","Heute","0","12.35","4 Wochen","4","LL"
26,"DDList_31","39",NA,NA,NA,NA,NA,"17.98","Heute","0","24.27","4 Wochen","4","LL"
26,"DDList_45","40",NA,NA,NA,NA,NA,"13.69","2 Wochen","2","15.74","4 Wochen","4","LL"
26,"DDList_59","41",NA,NA,NA,NA,NA,"18.36","2 Wochen","2","19.28","6 Wochen","6","LL"
26,"DDList_71","42",NA,NA,NA,NA,NA,"20.07","4 Wochen","4","27.10","6 Wochen","6","LL"
26,"DDList_64","43",NA,NA,NA,NA,NA,"5.56","2 Wochen","2","8.34","6 Wochen","6","LL"
26,"DDList_22","44",NA,NA,NA,NA,NA,"22.75","Heute","0","28.44","4 Wochen","4","LL"
26,"DDList_37","45",NA,NA,NA,NA,NA,"14.49","2 Wochen","2","16.66","4 Wochen","4","LL"
26,"DDList_54","46",NA,NA,NA,NA,NA,"18.49","2 Wochen","2","23.11","6 Wochen","6","LL"
26,"DDList_78","47",NA,NA,NA,NA,NA,"24","4 Wochen","?","30","6 Wochen","?","LL"
