"ID_eprime","Eprime.LevelName","Sample","starterMagA","starterDelA","starterMagB","starterDelB","starterChoice","SSout","SSdel","SSdelNum","LLout","LLdel","LLdelNum","Choice"
174,"StarterList_1","1","27.10","2 Wochen","27.10","6 Wochen","OptA",NA,NA,NA,NA,NA,NA,NA
174,"StarterList_2","2","0.16","Heute","34.04","6 Wochen","OptB",NA,NA,NA,NA,NA,NA,NA
174,"DDList_34","1",NA,NA,NA,NA,NA,"29.35","2 Wochen","2","30.23","4 Wochen","4","SS"
174,"DDList_17","2",NA,NA,NA,NA,NA,"21.10","Heute","0","21.31","4 Wochen","4","SS"
174,"DDList_30","3",NA,NA,NA,NA,NA,"9.88","Heute","0","12.35","4 Wochen","4","SS"
174,"DDList_1","4",NA,NA,NA,NA,NA,"34.78","Heute","0","35.13","2 Wochen","2","SS"
174,"DDList_60","5",NA,NA,NA,NA,NA,"12.89","2 Wochen","2","14.18","6 Wochen","6","SS"
174,"DDList_44","6",NA,NA,NA,NA,NA,"26.75","2 Wochen","2","29.42","4 Wochen","4","SS"
174,"DDList_20","7",NA,NA,NA,NA,NA,"9.66","Heute","0","10.63","4 Wochen","4","SS"
174,"DDList_57","8",NA,NA,NA,NA,NA,"28.17","2 Wochen","2","28.45","6 Wochen","6","SS"
174,"DDList_59","9",NA,NA,NA,NA,NA,"18.36","2 Wochen","2","19.28","6 Wochen","6","SS"
174,"DDList_79","10",NA,NA,NA,NA,NA,"16.42","4 Wochen","4","22.16","6 Wochen","6","LL"
174,"DDList_5","11",NA,NA,NA,NA,NA,"25.75","Heute","0","29.61","2 Wochen","2","SS"
174,"DDList_49","12",NA,NA,NA,NA,NA,"12.03","2 Wochen","2","12.15","6 Wochen","6","SS"
174,"DDList_48","13",NA,NA,NA,NA,NA,"22.42","2 Wochen","2","33.63","4 Wochen","4","LL"
174,"DDList_70","14",NA,NA,NA,NA,NA,"25.11","4 Wochen","4","31.39","6 Wochen","6","LL"
174,"DDList_27","15",NA,NA,NA,NA,NA,"7.96","Heute","0","8.36","4 Wochen","4","SS"
174,"DDList_74","16",NA,NA,NA,NA,NA,"19.73","4 Wochen","4","20.32","6 Wochen","6","SS"
174,"DDList_37","17",NA,NA,NA,NA,NA,"14.49","2 Wochen","2","16.66","4 Wochen","4","LL"
