"ID_eprime","Eprime.LevelName","Sample","starterMagA","starterDelA","starterMagB","starterDelB","starterChoice","SSout","SSdel","SSdelNum","LLout","LLdel","LLdelNum","Choice"
43,"StarterList_1","1","27.10","2 Wochen","27.10","6 Wochen","OptA",NA,NA,NA,NA,NA,NA,NA
43,"StarterList_2","2","0.16","Heute","34.04","6 Wochen","OptB",NA,NA,NA,NA,NA,NA,NA
43,"DDList_76","1",NA,NA,NA,NA,NA,"7.59","4 Wochen","4","8.35","6 Wochen","6","SS"
43,"DDList_4","2",NA,NA,NA,NA,NA,"30.31","Heute","0","33.34","2 Wochen","2","SS"
43,"DDList_43","3",NA,NA,NA,NA,NA,"14.59","2 Wochen","2","15.32","4 Wochen","4","SS"
43,"DDList_77","4",NA,NA,NA,NA,NA,"36.52","4 Wochen","4","41.99","6 Wochen","6","SS"
43,"DDList_64","5",NA,NA,NA,NA,NA,"5.56","2 Wochen","2","8.34","6 Wochen","6","SS"
43,"DDList_22","6",NA,NA,NA,NA,NA,"22.75","Heute","0","28.44","4 Wochen","4","SS"
43,"DDList_30","7",NA,NA,NA,NA,NA,"9.88","Heute","0","12.35","4 Wochen","4","SS"
43,"DDList_73","8",NA,NA,NA,NA,NA,"7.55","4 Wochen","4","7.62","6 Wochen","6","SS"
43,"DDList_52","9",NA,NA,NA,NA,NA,"30.64","2 Wochen","2","33.70","6 Wochen","6","SS"
43,"DDList_39","10",NA,NA,NA,NA,NA,"23.17","2 Wochen","2","31.29","4 Wochen","4","SS"
43,"DDList_54","11",NA,NA,NA,NA,NA,"18.49","2 Wochen","2","23.11","6 Wochen","6","SS"
43,"DDList_36","12",NA,NA,NA,NA,NA,"12.35","2 Wochen","2","13.58","4 Wochen","4","SS"
43,"DDList_50","13",NA,NA,NA,NA,NA,"23.79","2 Wochen","2","24.50","6 Wochen","6","SS"
43,"DDList_1","14",NA,NA,NA,NA,NA,"34.78","Heute","0","35.13","2 Wochen","2","SS"
43,"DDList_34","15",NA,NA,NA,NA,NA,"29.35","2 Wochen","2","30.23","4 Wochen","4","SS"
43,"DDList_51","16",NA,NA,NA,NA,NA,"31.21","2 Wochen","2","32.77","6 Wochen","6","SS"
43,"DDList_44","17",NA,NA,NA,NA,NA,"26.75","2 Wochen","2","29.42","4 Wochen","4","SS"
43,"DDList_12","18",NA,NA,NA,NA,NA,"12.82","Heute","0","14.11","2 Wochen","2","SS"
43,"DDList_24","19",NA,NA,NA,NA,NA,"9.18","Heute","0","13.77","4 Wochen","4","SS"
43,"DDList_14","20",NA,NA,NA,NA,NA,"13.62","Heute","0","17.03","2 Wochen","2","SS"
43,"DDList_68","21",NA,NA,NA,NA,NA,"21.03","4 Wochen","4","23.14","6 Wochen","6","SS"
43,"DDList_59","22",NA,NA,NA,NA,NA,"18.36","2 Wochen","2","19.28","6 Wochen","6","SS"
43,"DDList_2","23",NA,NA,NA,NA,NA,"11.07","Heute","0","11.41","2 Wochen","2","SS"
43,"DDList_40","24",NA,NA,NA,NA,NA,"13.33","2 Wochen","2","19.99","4 Wochen","4","SS"
43,"DDList_48","25",NA,NA,NA,NA,NA,"22.42","2 Wochen","2","33.63","4 Wochen","4","LL"
43,"DDList_7","26",NA,NA,NA,NA,NA,"27.89","Heute","0","37.65","2 Wochen","2","LL"
43,"DDList_5","27",NA,NA,NA,NA,NA,"25.75","Heute","0","29.61","2 Wochen","2","SS"
43,"DDList_74","28",NA,NA,NA,NA,NA,"19.73","4 Wochen","4","20.32","6 Wochen","6","SS"
43,"DDList_20","29",NA,NA,NA,NA,NA,"9.66","Heute","0","10.63","4 Wochen","4","SS"
43,"DDList_31","30",NA,NA,NA,NA,NA,"17.98","Heute","0","24.27","4 Wochen","4","LL"
43,"DDList_58","31",NA,NA,NA,NA,NA,"30.88","2 Wochen","2","31.81","6 Wochen","6","SS"
43,"DDList_10","32",NA,NA,NA,NA,NA,"27.37","Heute","0","28.19","2 Wochen","2","SS"
43,"DDList_57","33",NA,NA,NA,NA,NA,"28.17","2 Wochen","2","28.45","6 Wochen","6","SS"
43,"DDList_42","34",NA,NA,NA,NA,NA,"19.04","2 Wochen","2","19.62","4 Wochen","4","SS"
43,"DDList_62","35",NA,NA,NA,NA,NA,"30.39","2 Wochen","2","37.99","6 Wochen","6","LL"
43,"DDList_18","36",NA,NA,NA,NA,NA,"9.75","Heute","0","10.04","4 Wochen","4","SS"
43,"DDList_69","37",NA,NA,NA,NA,NA,"11.09","4 Wochen","4","12.75","6 Wochen","6","LL"
43,"DDList_11","38",NA,NA,NA,NA,NA,"19.78","Heute","0","20.77","2 Wochen","2","SS"
43,"DDList_47","39",NA,NA,NA,NA,NA,"15.14","2 Wochen","2","20.44","4 Wochen","4","LL"
43,"DDList_53","40",NA,NA,NA,NA,NA,"14.90","2 Wochen","2","17.14","6 Wochen","6","SS"
43,"DDList_29","41",NA,NA,NA,NA,NA,"20.49","Heute","0","23.56","4 Wochen","4","SS"
43,"DDList_61","42",NA,NA,NA,NA,NA,"10.87","2 Wochen","2","12.50","6 Wochen","6","SS"
43,"DDList_16","43",NA,NA,NA,NA,NA,"26.77","Heute","0","40.15","2 Wochen","2","LL"
43,"DDList_21","44",NA,NA,NA,NA,NA,"19.19","Heute","0","22.06","4 Wochen","4","SS"
43,"DDList_6","45",NA,NA,NA,NA,NA,"22.90","Heute","0","28.62","2 Wochen","2","LL"
43,"DDList_25","46",NA,NA,NA,NA,NA,"14.28","Heute","0","14.43","4 Wochen","4","SS"
43,"DDList_79","47",NA,NA,NA,NA,NA,"16.42","4 Wochen","?","22.16","6 Wochen","?","LL"
43,"DDList_37","48",NA,NA,NA,NA,NA,"14.49","2 Wochen","2","16.66","4 Wochen","4","SS"
43,"DDList_35","49",NA,NA,NA,NA,NA,"25.03","2 Wochen","2","26.28","4 Wochen","4","SS"
43,"DDList_56","50",NA,NA,NA,NA,NA,"25.89","2 Wochen","2","38.84","6 Wochen","6","LL"
43,"DDList_66","51",NA,NA,NA,NA,NA,"35.46","4 Wochen","4","36.53","6 Wochen","6","SS"
43,"DDList_33","52",NA,NA,NA,NA,NA,"31.17","2 Wochen","2","31.49","4 Wochen","4","SS"
43,"DDList_15","53",NA,NA,NA,NA,NA,"30.46","Heute","0","41.12","2 Wochen","2","LL"
43,"DDList_38","54",NA,NA,NA,NA,NA,"29.54","2 Wochen","2","36.92","4 Wochen","4","LL"
43,"DDList_49","55",NA,NA,NA,NA,NA,"12.03","2 Wochen","2","12.15","6 Wochen","6","SS"
43,"DDList_3","56",NA,NA,NA,NA,NA,"35.22","Heute","0","36.98","2 Wochen","2","LL"
43,"DDList_78","57",NA,NA,NA,NA,NA,"24","4 Wochen","?","30","6 Wochen","?","LL"
43,"DDList_23","58",NA,NA,NA,NA,NA,"11.36","Heute","0","15.34","4 Wochen","4","LL"
43,"DDList_28","59",NA,NA,NA,NA,NA,"27.74","Heute","0","30.51","4 Wochen","4","LL"
43,"DDList_32","60",NA,NA,NA,NA,NA,"17.51","Heute","0","26.27","4 Wochen","4","LL"
43,"DDList_17","61",NA,NA,NA,NA,NA,"21.10","Heute","0","21.31","4 Wochen","4","SS"
43,"DDList_46","62",NA,NA,NA,NA,NA,"12.82","2 Wochen","2","16.03","4 Wochen","4","LL"
